Date,Open,High,Low,Close,Volume,Symbol,Asset_type,Name
2024-03-05,3878.637362368548,3880.547080419936,3800.3389222616497,3830.989990234375,2070859,TCS.NS,Stock,TCS
2024-03-06,3813.754890991915,3888.1861084028096,3779.7618150673534,3880.833740234375,1744204,TCS.NS,Stock,TCS
2024-03-07,3881.5023264249094,3937.8390145575218,3855.4346258005844,3923.13427734375,2688905,TCS.NS,Stock,TCS
2024-03-11,3904.4187841194857,3965.5297653333882,3904.4187841194857,3936.263427734375,2304068,TCS.NS,Stock,TCS
2024-03-12,3936.263018747684,4039.005938486291,3935.0214223269095,4003.007568359375,4039801,TCS.NS,Stock,TCS
2024-03-13,4015.182559403433,4049.5574873793007,3945.382265182253,3961.71044921875,2837260,TCS.NS,Stock,TCS
2024-03-14,3965.959755661069,4034.2797384638684,3901.5543222161814,4017.665283203125,2919608,TCS.NS,Stock,TCS
2024-03-15,4003.3426471628723,4047.6480193782586,3988.4467508711928,4028.78955078125,3373143,TCS.NS,Stock,TCS
2024-03-18,4024.969899930271,4062.686835117329,3931.9667150207774,3965.052490234375,1526904,TCS.NS,Stock,TCS
2024-03-19,3868.3727671979555,3874.8180658535766,3787.544041009118,3797.760986328125,8931209,TCS.NS,Stock,TCS
2024-03-20,3806.068122915207,3836.623612110713,3781.432713127354,3791.649658203125,1817913,TCS.NS,Stock,TCS
2024-03-21,3809.9356057637506,3827.457130409854,3769.783733909053,3793.607421875,3829582,TCS.NS,Stock,TCS
2024-03-22,3721.0859500621946,3760.235173555279,3680.9818674595226,3734.3583984375,5852485,TCS.NS,Stock,TCS
2024-03-26,3700.079160748106,3768.5425143371926,3696.6893641833103,3702.46630859375,3440925,TCS.NS,Stock,TCS
2024-03-27,3712.9696980281237,3719.176282324686,3656.5374306375725,3667.518310546875,1968575,TCS.NS,Stock,TCS
2024-03-28,3676.3030511328657,3738.273312412513,3667.1363106820577,3701.3203125,4311783,TCS.NS,Stock,TCS
2024-04-01,3721.754223672464,3755.747300480612,3712.5399267137973,3739.9443359375,1569676,TCS.NS,Stock,TCS
2024-04-02,3714.401769042016,3733.3558147618187,3698.1691649099557,3708.481689453125,2142666,TCS.NS,Stock,TCS
2024-04-03,3677.162259779897,3801.2939382455907,3677.162259779897,3769.115234375,3973090,TCS.NS,Stock,TCS
2024-04-04,3796.4238812050103,3846.7926944680185,3757.608955322321,3822.587158203125,3394637,TCS.NS,Stock,TCS
2024-04-05,3798.429228944485,3821.3458457103648,3781.7191958860317,3799.622802734375,1636819,TCS.NS,Stock,TCS
2024-04-08,3803.203572182516,3850.6122304682963,3781.241814170917,3793.225341796875,2302538,TCS.NS,Stock,TCS
2024-04-09,3804.1583495870013,3834.570702733132,3747.8694567761995,3768.39892578125,1876992,TCS.NS,Stock,TCS
2024-04-10,3777.804769161649,3810.0790560923365,3741.138269871821,3804.779541015625,2101965,TCS.NS,Stock,TCS
2024-04-12,3791.745327044356,3832.183701481011,3767.396421015741,3820.77294921875,4354821,TCS.NS,Stock,TCS
2024-04-15,3820.772996845027,3880.738193181066,3742.140492150271,3763.29052734375,4200329,TCS.NS,Stock,TCS
2024-04-16,3725.8601098443683,3751.354800517377,3688.477470314158,3697.978271484375,3051420,TCS.NS,Stock,TCS
2024-04-18,3701.7979775859185,3758.325592309684,3676.2077058923483,3687.666015625,3476284,TCS.NS,Stock,TCS
2024-04-19,3664.749317880835,3678.6425647588976,3629.323951132775,3653.48193359375,2957749,TCS.NS,Stock,TCS
2024-04-22,3663.794476443267,3702.943700715921,3639.9229982282336,3690.148681640625,1728883,TCS.NS,Stock,TCS
2024-04-23,3702.036736873624,3719.1764120974335,3686.329350383613,3699.792724609375,1807586,TCS.NS,Stock,TCS
2024-04-24,3714.40168707826,3722.040559442431,3651.810630020355,3658.11279296875,1317312,TCS.NS,Stock,TCS
2024-04-25,3639.1591246871053,3698.790031633752,3638.968199482198,3678.308349609375,2856271,TCS.NS,Stock,TCS
2024-04-26,3681.124880410782,3701.797719316403,3630.8994327921014,3648.850830078125,2039178,TCS.NS,Stock,TCS
2024-04-29,3664.7494314876817,3702.7528724246417,3646.798032776162,3695.495849609375,1110693,TCS.NS,Stock,TCS
2024-04-30,3697.2139868526438,3706.52386194867,3638.0127298317593,3648.181884765625,2203078,TCS.NS,Stock,TCS
2024-05-02,3607.5050103637227,3696.3546849375603,3607.5050103637227,3688.90673828125,2491044,TCS.NS,Stock,TCS
2024-05-03,3714.5449351673606,3717.8393854700757,3626.1729143242665,3669.9052734375,2962234,TCS.NS,Stock,TCS
2024-05-06,3679.0723249742337,3762.0972818946348,3679.0723249742337,3744.050537109375,2053831,TCS.NS,Stock,TCS
2024-05-07,3753.3600551012064,3807.977946933751,3736.8409466713224,3799.33642578125,2062112,TCS.NS,Stock,TCS
2024-05-08,3782.1970453271774,3804.4453098648482,3760.8082938855846,3797.427001953125,1247685,TCS.NS,Stock,TCS
2024-05-09,3783.1516542867107,3791.74538595975,3733.5467719757585,3781.432861328125,1726486,TCS.NS,Stock,TCS
2024-05-10,3783.7249871155386,3794.2284378379286,3709.6756128987054,3718.1259765625,1672489,TCS.NS,Stock,TCS
2024-05-13,3709.1501462351494,3776.467712282151,3695.3046893886026,3769.5927734375,931326,TCS.NS,Stock,TCS
2024-05-14,3758.3250876523807,3767.68275263484,3717.1705708074232,3725.095947265625,1058317,TCS.NS,Stock,TCS
2024-05-15,3728.247304663272,3749.6838445394064,3700.5563911441955,3705.235107421875,1115021,TCS.NS,Stock,TCS
2024-05-16,3742.4565954752024,3760.1536051008206,3696.674864101549,3751.93017578125,2599399,TCS.NS,Stock,TCS
2024-05-17,3769.2906830881443,3770.252482190744,3683.6905629567727,3687.634033203125,2765804,TCS.NS,Stock,TCS
2024-05-21,3684.267988960184,3697.877353269418,3664.5029690837023,3674.26513671875,1908117,TCS.NS,Stock,TCS
2024-05-22,3688.500143859481,3694.511389204754,3671.7167938183334,3685.61474609375,1311168,TCS.NS,Stock,TCS
2024-05-23,3694.222342264953,3755.825623852059,3679.362592585416,3744.716796875,2095742,TCS.NS,Stock,TCS
2024-05-24,3730.0975261410267,3735.435558347241,3697.444492200765,3702.44580078125,1309452,TCS.NS,Stock,TCS
2024-05-27,3707.735856163125,3759.047936580734,3694.6073912207003,3700.089599609375,1841538,TCS.NS,Stock,TCS
2024-05-28,3710.621060602496,3722.1626502155677,3683.6906848386625,3693.21240234375,1801993,TCS.NS,Stock,TCS
2024-05-29,3701.8690727040507,3701.8690727040507,3654.8371828816253,3658.34765625,1568095,TCS.NS,Stock,TCS
2024-05-30,3632.7154213410568,3649.450632771814,3573.51663617764,3593.3779296875,2919230,TCS.NS,Stock,TCS
2024-05-31,3597.129079925787,3606.5547592371086,3514.173897267071,3530.716796875,10956800,TCS.NS,Stock,TCS
2024-06-03,3590.2040318841996,3608.2377665384206,3554.8097750399984,3561.398193359375,2156773,TCS.NS,Stock,TCS
2024-06-04,3558.656753396282,3601.9377139105613,3454.3015486007425,3573.083740234375,3395997,TCS.NS,Stock,TCS
2024-06-05,3574.0455390744582,3639.255566540333,3558.6567531150417,3603.332275390625,2799670,TCS.NS,Stock,TCS
2024-06-06,3636.56241348413,3693.2122868036663,3598.5713488629654,3684.0751953125,4328036,TCS.NS,Stock,TCS
2024-06-07,3690.7119259738774,3765.443672980527,3690.7119259738774,3745.19775390625,4552445,TCS.NS,Stock,TCS
2024-06-10,3746.2080370839158,3756.691554866608,3695.1364035512365,3711.294677734375,1734661,TCS.NS,Stock,TCS
2024-06-11,3698.117421744252,3731.7322522560394,3694.2702254667547,3704.9462890625,1419898,TCS.NS,Stock,TCS
2024-06-12,3726.3947480686384,3744.7652068204034,3681.2383223307793,3685.27783203125,2177001,TCS.NS,Stock,TCS
2024-06-13,3709.4669500636674,3741.398634376215,3704.8502672537734,3730.001220703125,1932323,TCS.NS,Stock,TCS
2024-06-14,3740.4367662696864,3740.4367662696864,3681.76702012866,3685.662353515625,1860730,TCS.NS,Stock,TCS
2024-06-18,3679.8915165292606,3695.2321653073436,3650.0757442428144,3669.35986328125,1774045,TCS.NS,Stock,TCS
2024-06-19,3681.4305657786617,3687.393908592031,3648.0561809382543,3656.471923828125,1509050,TCS.NS,Stock,TCS
2024-06-20,3650.9897175040433,3664.4067692132635,3635.649067418899,3642.573974609375,2846526,TCS.NS,Stock,TCS
2024-06-21,3680.8055063953534,3729.6649522933717,3652.961466760309,3665.17626953125,4642195,TCS.NS,Stock,TCS
2024-06-24,3663.252830535718,3709.659643551366,3646.4694808742597,3670.995361328125,1702154,TCS.NS,Stock,TCS
2024-06-25,3671.1875692289377,3700.6666209665473,3648.008114439095,3691.818115234375,1338808,TCS.NS,Stock,TCS
2024-06-26,3697.636952164433,3719.2292968197617,3694.2706550301955,3708.553466796875,1639845,TCS.NS,Stock,TCS
2024-06-27,3684.652571402827,3791.4122778569417,3672.245456200075,3783.862060546875,4526556,TCS.NS,Stock,TCS
2024-06-28,3768.137000917722,3808.7248807139936,3748.949153595159,3755.00830078125,2731571,TCS.NS,Stock,TCS
2024-07-01,3735.6278170574037,3848.8315275785044,3735.6278170574037,3826.229248046875,2658723,TCS.NS,Stock,TCS
2024-07-02,3841.0412524117046,3869.7026797753697,3830.4133246392416,3863.931884765625,2307449,TCS.NS,Stock,TCS
2024-07-03,3866.432427120768,3872.299495624929,3803.915484891203,3813.77392578125,1821198,TCS.NS,Stock,TCS
2024-07-04,3847.0523705122346,3892.737829501412,3829.9804358373312,3867.34619140625,2518001,TCS.NS,Stock,TCS
2024-07-05,3856.81436896392,3872.924503796874,3835.6547888848163,3858.545654296875,1668616,TCS.NS,Stock,TCS
2024-07-08,3868.356357887955,3877.253000431581,3826.085330278659,3840.656494140625,1758882,TCS.NS,Stock,TCS
2024-07-09,3832.7695887092664,3853.8810329564976,3823.2478711096887,3833.25048828125,1305801,TCS.NS,Stock,TCS
2024-07-10,3831.5193138953828,3850.3706715891435,3752.940368518921,3759.817138671875,2669716,TCS.NS,Stock,TCS
2024-07-11,3780.832460057338,3827.96061842488,3746.7848640603625,3773.811279296875,4872189,TCS.NS,Stock,TCS
2024-07-12,3827.9609743801007,4039.508905024204,3819.5933679567465,4024.1201171875,13509164,TCS.NS,Stock,TCS
2024-07-15,4073.892995406388,4078.0285440501298,3998.2471138098213,4009.933349609375,4848030,TCS.NS,Stock,TCS
2024-07-16,4012.6262853980375,4034.3146696309364,3986.5614330029457,4018.830078125,2029521,TCS.NS,Stock,TCS
2024-07-18,4001.084703910708,4159.781573176397,4001.084703910708,4150.6923828125,5613364,TCS.NS,Stock,TCS
2024-07-19,4162.116257683314,4201.979119036148,4131.122688809786,4147.65576171875,3903354,TCS.NS,Stock,TCS
2024-07-22,4145.294372304492,4164.575034563433,4111.601226719275,4133.1474609375,1896386,TCS.NS,Stock,TCS
2024-07-23,4128.953289405216,4204.822873881606,4112.853750210899,4147.607421875,2365208,TCS.NS,Stock,TCS
2024-07-24,4133.2920545514335,4183.036258319749,4114.58990592951,4151.36767578125,1809793,TCS.NS,Stock,TCS
2024-07-25,4140.521806883495,4186.795391686849,4120.470108423073,4167.03271484375,2810342,TCS.NS,Stock,TCS
2024-07-26,4193.543483943422,4263.387861980931,4181.059068502381,4230.0322265625,3552210,TCS.NS,Stock,TCS
2024-07-29,4256.205525599184,4271.630052985274,4213.788075287437,4223.52490234375,1746803,TCS.NS,Stock,TCS
2024-07-30,4233.165648077155,4239.817382022423,4171.660056647635,4208.341796875,1797906,TCS.NS,Stock,TCS
2024-07-31,4193.544379440736,4255.242503644002,4188.724213487356,4227.623046875,2330091,TCS.NS,Stock,TCS
2024-08-01,4241.166794700349,4260.3509577479335,4208.052166158217,4238.94970703125,2202244,TCS.NS,Stock,TCS
2024-08-02,4208.003662009789,4239.816748114331,4116.420535345201,4129.0009765625,2811282,TCS.NS,Stock,TCS
2024-08-05,4086.5359851916824,4086.5359851916824,3962.657741715124,4005.605224609375,2787771,TCS.NS,Stock,TCS
2024-08-06,4020.9340405534954,4105.093941766447,4011.1487280281035,4021.175048828125,2203067,TCS.NS,Stock,TCS
2024-08-07,4075.9312334220126,4092.271779894771,4029.9466743126113,4049.372314453125,1237666,TCS.NS,Stock,TCS
2024-08-08,4030.6218528323247,4079.787534366515,4010.3771604358935,4022.4755859375,2441283,TCS.NS,Stock,TCS
2024-08-09,4065.327153287116,4100.658868526236,4054.288787170363,4076.654541015625,1302536,TCS.NS,Stock,TCS
2024-08-12,4077.8597461493728,4086.5360434816052,4035.7797982318953,4044.7451171875,936912,TCS.NS,Stock,TCS
2024-08-13,4061.4708316260158,4081.715523642191,4032.5498430314797,4045.998291015625,1495593,TCS.NS,Stock,TCS
2024-08-14,4057.615328501506,4151.319534354046,4037.515144170132,4140.76318359375,3226545,TCS.NS,Stock,TCS
2024-08-16,4193.543581595454,4267.774123154731,4169.5392538584465,4257.2177734375,3457058,TCS.NS,Stock,TCS
2024-08-19,4261.990021771471,4332.605441155041,4232.442503572573,4328.50830078125,2055210,TCS.NS,Stock,TCS
2024-08-20,4342.969221968976,4400.811209386987,4338.149056350809,4360.61083984375,2212298,TCS.NS,Stock,TCS
2024-08-21,4355.5007951533835,4395.99017837526,4330.965968699111,4387.7958984375,1896990,TCS.NS,Stock,TCS
2024-08-22,4395.99057536928,4396.906595026849,4335.44948994356,4340.07666015625,1829872,TCS.NS,Stock,TCS
2024-08-23,4338.149348500728,4343.933547632061,4294.76785501572,4303.34765625,1809253,TCS.NS,Stock,TCS
2024-08-26,4327.544309532852,4388.422901766145,4323.688177379114,4340.5107421875,1844164,TCS.NS,Stock,TCS
2024-08-27,4342.968632042668,4347.78879700609,4325.42304328812,4335.40087890625,930697,TCS.NS,Stock,TCS
2024-08-28,4336.943704020961,4398.400811246599,4296.984345623409,4343.98095703125,1848058,TCS.NS,Stock,TCS
2024-08-29,4299.5872043857225,4392.134372910617,4299.5872043857225,4349.52392578125,2133641,TCS.NS,Stock,TCS
2024-08-30,4338.148557593329,4427.080603023993,4326.38716654949,4389.96533203125,3637222,TCS.NS,Stock,TCS
2024-09-02,4411.415704533157,4422.98410235973,4349.717582791434,4358.44189453125,1216500,TCS.NS,Stock,TCS
2024-09-03,4358.441492719485,4392.038139120691,4334.196155320372,4350.0546875,1717263,TCS.NS,Stock,TCS
2024-09-04,4315.928419844609,4325.616764760772,4277.126085371326,4318.1455078125,1265505,TCS.NS,Stock,TCS
2024-09-05,4319.83253457661,4337.185131234137,4293.948150418603,4314.96435546875,1688793,TCS.NS,Stock,TCS
2024-09-06,4313.035657561393,4356.417142852314,4280.306548704212,4296.4541015625,1649179,TCS.NS,Stock,TCS
2024-09-09,4294.767352143904,4328.749518061541,4271.148541789801,4289.51318359375,1184938,TCS.NS,Stock,TCS
2024-09-10,4282.668643733856,4376.661862432096,4280.740577709276,4345.71630859375,1385591,TCS.NS,Stock,TCS
2024-09-11,4358.8270934249695,4385.723519347326,4310.432449677661,4318.2412109375,1325919,TCS.NS,Stock,TCS
2024-09-12,4348.03016766192,4369.576400988136,4271.919568257996,4355.21240234375,2742216,TCS.NS,Stock,TCS
2024-09-13,4367.069296615252,4383.457856889526,4342.968472682497,4359.935546875,1458786,TCS.NS,Stock,TCS
2024-09-16,4364.177818329191,4382.542460489714,4332.798729394325,4350.92236328125,1155120,TCS.NS,Stock,TCS
2024-09-17,4350.922448930493,4372.661207349336,4305.371884323621,4343.595703125,1699364,TCS.NS,Stock,TCS
2024-09-18,4335.30452036304,4335.30452036304,4165.586694851035,4189.83203125,2961779,TCS.NS,Stock,TCS
2024-09-19,4232.1529776670095,4263.147015883038,4127.796403091641,4141.63037109375,2927551,TCS.NS,Stock,TCS
2024-09-20,4161.634214107266,4174.938152739774,4075.4497528623806,4130.78515625,5447908,TCS.NS,Stock,TCS
2024-09-23,4145.342138906378,4154.403955484786,4100.0325852950755,4114.97509765625,1702319,TCS.NS,Stock,TCS
2024-09-24,4098.731160481688,4136.665956416498,4087.5002692160224,4117.67431640625,3012026,TCS.NS,Stock,TCS
2024-09-25,4099.405755293621,4135.315983961965,4087.4998537926194,4121.0,2713073,TCS.NS,Stock,TCS
2024-09-26,4106.780258080955,4161.53713990102,4106.780258080955,4138.111328125,3964251,TCS.NS,Stock,TCS
2024-09-27,4179.082882471852,4220.5362997605,4145.389742225136,4153.72900390625,3012477,TCS.NS,Stock,TCS
2024-09-30,4132.713211734694,4144.137097586929,4106.828830049065,4114.97509765625,2503416,TCS.NS,Stock,TCS
2024-10-01,4102.491167190117,4141.245488901306,4090.344725826877,4133.677734375,1823365,TCS.NS,Stock,TCS
2024-10-03,4109.287467676963,4125.097515917087,4058.579233935717,4080.510986328125,3350119,TCS.NS,Stock,TCS
2024-10-04,4073.03966948564,4143.414082709889,4072.1236497929604,4099.3095703125,2965463,TCS.NS,Stock,TCS
2024-10-07,4120.180503383442,4142.690767852346,4077.281035312133,4119.16845703125,1472619,TCS.NS,Stock,TCS
2024-10-08,4118.9280610616215,4125.483298082855,4052.747280579048,4100.27392578125,1541867,TCS.NS,Stock,TCS
2024-10-09,4106.780619427553,4140.521774751488,4093.9591686921544,4099.984375,1082504,TCS.NS,Stock,TCS
2024-10-10,4100.27337464331,4139.413208753188,4047.5890651136706,4075.35302734375,2378875,TCS.NS,Stock,TCS
2024-10-11,3993.9886275616464,4089.379879015455,3964.5376083735932,3999.9658203125,5759183,TCS.NS,Stock,TCS
2024-10-14,3991.0967923333,4015.583137446759,3973.937192480054,3987.8671875,2137590,TCS.NS,Stock,TCS
2024-10-15,3982.468672581659,4019.9699360230884,3947.71546828532,3968.731201171875,2759474,TCS.NS,Stock,TCS
2024-10-16,3938.074910652084,3966.9959014279866,3920.91507571979,3947.6669921875,2359151,TCS.NS,Stock,TCS
2024-10-17,3964.8748071016144,3981.4083499313706,3945.7388929151134,3961.211669921875,2522659,TCS.NS,Stock,TCS
2024-10-18,3952.5140502031854,4006.7764653452905,3942.8502016696816,3984.452880859375,2361000,TCS.NS,Stock,TCS
2024-10-21,3993.682123072348,4000.78514608908,3933.1863371253517,3942.705322265625,1595450,TCS.NS,Stock,TCS
2024-10-22,3929.32099199586,3952.320999735869,3871.676227251689,3880.5185546875,1928049,TCS.NS,Stock,TCS
2024-10-23,3865.153042421479,3975.272315864082,3860.85244097846,3929.5625,1966476,TCS.NS,Stock,TCS
2024-10-24,3869.4051429301385,3941.884010492516,3869.4051429301385,3911.829345703125,2676744,TCS.NS,Stock,TCS
2024-10-25,3920.6718368553634,3954.446941330257,3897.140270580229,3921.155029296875,1759676,TCS.NS,Stock,TCS
2024-10-28,3932.171722859434,3995.0351066911544,3914.8251613947427,3953.335693359375,1532534,TCS.NS,Stock,TCS
2024-10-29,3958.167387431651,3965.5601369835435,3923.6191298717235,3938.259765625,1445885,TCS.NS,Stock,TCS
2024-10-30,3938.0184742132533,3968.9427910659706,3923.571067120387,3947.343994140625,1935002,TCS.NS,Stock,TCS
2024-10-31,3933.186731452569,3941.207773693647,3826.884387359256,3835.05029296875,3740372,TCS.NS,Stock,TCS
2024-11-01,3855.730723825808,3864.524684481904,3842.3945655856387,3850.2705078125,154895,TCS.NS,Stock,TCS
2024-11-04,3832.972644577269,3857.7119575446695,3781.705876191511,3830.894775390625,2269192,TCS.NS,Stock,TCS
2024-11-05,3808.6193975736255,3852.009982633179,3808.6193975736255,3837.8525390625,967590,TCS.NS,Stock,TCS
2024-11-06,3869.018641595081,4010.3038294515763,3841.6215355786026,4000.4951171875,3792017,TCS.NS,Stock,TCS
2024-11-07,4029.5352624021284,4064.4213794181755,3947.7306399475565,4011.366943359375,3724349,TCS.NS,Stock,TCS
2024-11-08,4015.3292236622483,4029.5834008100264,3979.2346535958754,4007.59814453125,1648039,TCS.NS,Stock,TCS
2024-11-11,3989.4299300243847,4091.9629800652096,3979.2342872384925,4057.56005859375,1406487,TCS.NS,Stock,TCS
2024-11-12,4074.278318457704,4076.21108805849,4024.364637890911,4056.303466796875,1587640,TCS.NS,Stock,TCS
2024-11-13,4037.6526287570914,4055.675611803033,3992.183938527379,4010.83544921875,1098813,TCS.NS,Stock,TCS
2024-11-14,3996.0014114683854,4020.161033061302,3978.075160993485,4006.534912109375,1825432,TCS.NS,Stock,TCS
2024-11-18,4071.3797637639555,4071.3797637639555,3856.0691513347006,3884.38427734375,3313944,TCS.NS,Stock,TCS
2024-11-19,3884.7706486527163,3993.2473560097887,3879.165804859272,3903.76025390625,1776233,TCS.NS,Stock,TCS
2024-11-21,3908.929785762393,3954.881430219902,3888.7324378023923,3935.9404296875,2384347,TCS.NS,Stock,TCS
2024-11-22,3934.152965837454,4111.919658653727,3917.7244223790317,4101.91748046875,3096553,TCS.NS,Stock,TCS
2024-11-25,4136.127160650989,4182.610366339302,4109.261850550811,4170.04736328125,4052167,TCS.NS,Stock,TCS
2024-11-26,4175.797813879034,4219.81693478667,4165.119448124537,4206.38427734375,2060669,TCS.NS,Stock,TCS
2024-11-27,4212.4235829879535,4230.253100994659,4178.696373009198,4186.91064453125,1558993,TCS.NS,Stock,TCS
2024-11-28,4173.816741137543,4194.06269527633,4090.7076326082943,4102.20751953125,2558544,TCS.NS,Stock,TCS
2024-11-29,4078.1439059137842,4154.198579351674,4054.6123413722576,4127.28466796875,2017425,TCS.NS,Stock,TCS
2024-12-02,4126.463283598858,4144.051676505499,4087.8560203366483,4132.8896484375,1670944,TCS.NS,Stock,TCS
2024-12-03,4169.322952625746,4179.614857844365,4122.066823519833,4158.11279296875,2010905,TCS.NS,Stock,TCS
2024-12-04,4168.549449151754,4239.482479199273,4144.873018803544,4208.0263671875,3302642,TCS.NS,Stock,TCS
2024-12-05,4252.8659093583465,4338.101234865255,4213.437599468147,4313.98974609375,3746747,TCS.NS,Stock,TCS
2024-12-06,4303.311851411364,4314.908469919546,4264.414860165169,4296.06396484375,1842087,TCS.NS,Stock,TCS
2024-12-09,4281.520452060203,4319.160863283534,4267.120938603958,4302.49072265625,2066639,TCS.NS,Stock,TCS
2024-12-10,4277.36405967509,4342.739898114828,4263.78654175507,4283.548828125,2087828,TCS.NS,Stock,TCS
2024-12-11,4282.872604248985,4299.10768027082,4258.857847404851,4278.62060546875,1635256,TCS.NS,Stock,TCS
2024-12-12,4281.132929290767,4334.235964469825,4277.21925947457,4305.1962890625,1914642,TCS.NS,Stock,TCS
2024-12-13,4285.868868891336,4343.8033600917015,4246.68167836936,4323.50927734375,1967048,TCS.NS,Stock,TCS
2024-12-16,4309.110183879598,4324.572341973805,4249.194321264541,4266.78271484375,1646224,TCS.NS,Stock,TCS
2024-12-17,4261.756942764887,4283.935662540592,4172.849541691334,4182.99658203125,3225027,TCS.NS,Stock,TCS
2024-12-18,4166.762056788204,4215.3710296160425,4145.404855639226,4201.69677734375,1575404,TCS.NS,Stock,TCS
2024-12-19,4138.059897693995,4217.303454819382,4118.732200834144,4128.29931640625,3015763,TCS.NS,Stock,TCS
2024-12-20,4183.4799645207795,4234.698360944804,4012.913040580397,4030.114501953125,4116989,TCS.NS,Stock,TCS
2024-12-23,4058.864388641254,4075.2448001443836,3976.576815304956,4018.517822265625,2195338,TCS.NS,Stock,TCS
2024-12-24,4018.5180669842844,4076.211433199807,4018.5180669842844,4039.005615234375,1181886,TCS.NS,Stock,TCS
2024-12-26,4039.005385956038,4058.7681444226105,4003.877203107941,4028.955078125,1208464,TCS.NS,Stock,TCS
2024-12-27,4023.059994105243,4040.4067903214554,4007.839433233958,4024.847900390625,858100,TCS.NS,Stock,TCS
2024-12-30,4011.4636074414875,4058.1398080559024,3973.774597398072,4019.001220703125,1527169,TCS.NS,Stock,TCS
2024-12-31,3996.001210269241,4000.7850038508172,3896.5119407456687,3957.152587890625,1555429,TCS.NS,Stock,TCS
